Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"B4806", 12.47, 1,    7414.72,   -4.7,    1.0299, 2,    7287.12, -125.1,    1.0122, 3,    7311.36,  113.7,    1.0155
"B4805", 12.47, 1,    7414.91,   -4.7,    1.0299, 2,    7286.79, -125.1,    1.0121, 3,    7310.07,  113.7,    1.0153
"B4711", 12.47, 1,    7422.62,   -4.9,     1.031, 2,     7271.9, -125.0,      1.01, 3,    7262.69,  113.3,    1.0088
"B4710", 12.47, 1,     7422.4,   -4.9,     1.031, 2,    7271.75, -125.0,      1.01, 3,    7262.47,  113.3,    1.0087
"B56675", 12.47, 2,    7218.42, -128.7,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"B56678", 12.47, 2,    7217.52, -128.7,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0
"B4861", 12.47, 1,    7417.17,   -4.7,    1.0302, 2,    7292.69, -125.1,    1.0129, 3,     7318.5,  113.8,    1.0165
"B4859", 12.47, 1,    7415.68,   -4.7,      1.03, 2,    7290.24, -125.1,    1.0126, 3,    7316.37,  113.7,    1.0162
"B10374", 12.47, 1,    7401.04,   -2.8,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"B41240", 12.47, 1,    7400.92,   -2.8,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"B55545", 12.47, 3,    7419.98,  112.2,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"B55546", 12.47, 3,    7419.96,  112.2,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"B18978", 12.47, 3,    7405.42,  112.3,    1.0286, 0, 0, 0, 0, 0, 0, 0, 0
"B18979", 12.47, 3,    7404.82,  112.3,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"B4987", 12.47, 1,     7408.5,   -3.3,     1.029, 2,    7343.71, -123.5,      1.02, 3,    7339.76,  115.7,    1.0195
"B4982", 12.47, 1,    7409.97,   -3.4,    1.0292, 2,    7340.78, -123.6,    1.0196, 3,    7339.27,  115.5,    1.0194
"B18901", 12.47, 1,       7284,   -5.8,    1.0117, 2,    7208.27, -127.2,    1.0012, 3,     7455.2,  112.6,    1.0355
"B18902", 12.47, 1,    7281.39,   -5.8,    1.0114, 2,    7206.41, -127.3,     1.001, 3,    7455.06,  112.6,    1.0355
"B2526", 12.47, 1,    7402.86,   -2.8,    1.0282, 2,    7361.38, -122.8,    1.0225, 3,     7336.3,  116.5,     1.019
"B2532", 12.47, 1,    7403.04,   -2.8,    1.0283, 2,    7361.48, -122.8,    1.0225, 3,    7334.89,  116.5,    1.0188
"B60890", 12.47, 2,    7219.27, -128.7,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"B60891", 12.47, 2,    7219.27, -128.7,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"B47667", 12.47, 1,    7412.91,   -4.7,    1.0296, 2,     7285.2, -125.1,    1.0119, 3,    7312.85,  113.7,    1.0157
"B47668", 12.47, 1,    7412.87,   -4.7,    1.0296, 2,    7285.16, -125.1,    1.0119, 3,    7312.83,  113.7,    1.0157
"B41462", 12.47, 3,    7222.95,  113.3,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"B57845", 12.47, 3,    7222.94,  113.3,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"B4896", 12.47, 1,    7422.08,   -4.3,    1.0309, 2,    7311.24, -124.7,    1.0155, 3,    7330.98,  114.2,    1.0183
"B4891", 12.47, 1,    7421.55,   -4.4,    1.0308, 2,    7308.05, -124.8,    1.0151, 3,    7329.12,  114.1,     1.018
"B18856", 12.47, 1,    7284.83,   -5.3,    1.0118, 2,    7174.26, -126.3,   0.99649, 3,    7327.14,  113.1,    1.0177
"B18858", 12.47, 1,    7278.25,   -5.3,    1.0109, 2,    7168.92, -126.4,   0.99574, 3,    7326.79,  113.1,    1.0177
"B19064", 12.47, 1,    7420.79,   -4.8,    1.0307, 3,    7255.87,  113.5,    1.0078, 0, 0, 0, 0
"B33451", 12.47, 1,    7420.74,   -4.8,    1.0307, 3,     7255.7,  113.5,    1.0078, 0, 0, 0, 0
"B60403", 12.47, 2,    7084.95, -128.0,   0.98408, 0, 0, 0, 0, 0, 0, 0, 0
"B61746", 12.47, 2,     7083.8, -128.0,   0.98392, 0, 0, 0, 0, 0, 0, 0, 0
"B56663", 12.47, 2,    7224.97, -128.7,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0
"B56664", 12.47, 2,     7224.2, -128.7,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"B39817", 12.47, 3,    7408.62,  112.2,     1.029, 0, 0, 0, 0, 0, 0, 0, 0
"B39819", 12.47, 3,    7406.45,  112.2,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0
"B16708", 12.47, 3,    7248.85,  113.4,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0
"5851228580", 12.47, 3,    7248.77,  113.4,    1.0068, 0, 0, 0, 0, 0, 0, 0, 0
"B18969", 12.47, 3,     7412.7,  112.3,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"B18971", 12.47, 3,    7410.99,  112.3,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0
"G42392", 12.47, 3,    7313.07,  113.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"5918528239", 12.47, 3,    7313.05,  113.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"B19004", 12.47, 3,    7395.04,  112.3,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"B8019", 12.47, 3,    7394.85,  112.3,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"B2648", 12.47, 3,    7326.36,  116.4,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"B31756", 12.47, 3,    7324.76,  116.4,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0
"B60842", 12.47, 3,    7217.96,  113.5,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"B60843", 12.47, 3,    7217.93,  113.5,    1.0026, 0, 0, 0, 0, 0, 0, 0, 0
"B18997", 12.47, 3,    7396.52,  112.3,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"6095529388", 12.47, 3,    7396.47,  112.3,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"B26169", 12.47, 3,    7221.53,  113.3,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"B44432", 12.47, 3,    7220.96,  113.3,     1.003, 0, 0, 0, 0, 0, 0, 0, 0
"B52582", 12.47, 2,    7220.71, -128.7,    1.0029, 0, 0, 0, 0, 0, 0, 0, 0
"B52584", 12.47, 2,    7219.68, -128.7,    1.0028, 0, 0, 0, 0, 0, 0, 0, 0
"B24504", 12.47, 3,    7224.33,  113.3,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"B41463", 12.47, 3,    7223.83,  113.3,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"5906628649", 12.47, 2,    7182.68, -126.2,   0.99766, 0, 0, 0, 0, 0, 0, 0, 0
"5905728658", 12.47, 2,    7182.66, -126.2,   0.99765, 0, 0, 0, 0, 0, 0, 0, 0
"B15845", 12.47, 3,    7196.61,  113.5,   0.99959, 0, 0, 0, 0, 0, 0, 0, 0
"B24227", 12.47, 3,    7196.15,  113.5,   0.99953, 0, 0, 0, 0, 0, 0, 0, 0
"B18882", 12.47, 1,    7344.35,   -5.6,    1.0201, 2,    7250.85, -126.8,    1.0071, 3,     7459.2,  112.8,    1.0361
"B18884", 12.47, 1,    7337.94,   -5.6,    1.0192, 2,    7246.25, -126.9,    1.0065, 3,    7458.79,  112.8,     1.036
"B13932", 12.47, 3,    7224.07,  113.5,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"B15821", 12.47, 3,     7222.5,  113.5,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"B4888", 12.47, 1,    7421.07,   -4.5,    1.0308, 2,    7305.18, -124.8,    1.0147, 3,    7327.47,  114.1,    1.0178
"B388", 12.47, 1,    7421.02,   -4.5,    1.0308, 2,    7304.94, -124.8,    1.0146, 3,     7327.5,  114.1,    1.0178
"B18936", 12.47, 1,    7168.88,   -6.2,   0.99574, 2,     7120.1, -128.0,   0.98896, 3,    7442.79,  112.2,    1.0338
"B18938", 12.47, 1,    7161.14,   -6.2,   0.99466, 2,    7113.74, -128.0,   0.98808, 3,    7441.78,  112.2,    1.0336
"B19046", 12.47, 1,    7413.01,   -4.7,    1.0296, 2,     7285.3, -125.1,    1.0119, 3,    7312.91,  113.7,    1.0157
"B47665", 12.47, 1,       7413,   -4.7,    1.0296, 2,    7285.28, -125.1,    1.0119, 3,     7312.9,  113.7,    1.0157
"B60928", 12.47, 3,    7296.79,  116.4,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"B61248", 12.47, 3,    7296.77,  116.4,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"B18849", 12.47, 1,    7307.96,   -5.2,    1.0151, 2,    7194.54, -126.2,    0.9993, 3,    7327.91,  113.2,    1.0178
"B18850", 12.47, 1,     7304.7,   -5.2,    1.0146, 2,    7191.46, -126.2,   0.99888, 3,    7327.87,  113.2,    1.0178
"B4963", 12.47, 1,    7416.15,   -3.8,    1.0301, 2,    7330.24, -124.1,    1.0182, 3,    7337.97,  115.0,    1.0192
"B4962", 12.47, 1,    7416.91,   -3.9,    1.0302, 2,     7329.4, -124.1,     1.018, 3,    7337.89,  114.9,    1.0192
"B18865REG", 12.47, 1,    7400.45,   -5.4,    1.0279, 2,    7292.33, -126.5,    1.0129, 3,    7463.26,  113.0,    1.0366
"B18866", 12.47, 1,    7397.16,   -5.4,    1.0274, 2,    7289.89, -126.5,    1.0125, 3,    7463.01,  113.0,    1.0366
"B19018", 12.47, 1,    7342.41,   -6.1,    1.0198, 2,    7403.28, -128.3,    1.0283, 0, 0, 0, 0
"6060229368", 12.47, 2,    7403.12, -128.3,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"B46976", 12.47, 1,    7169.59,   -5.9,   0.99584, 0, 0, 0, 0, 0, 0, 0, 0
"B52162", 12.47, 1,    7169.13,   -5.9,   0.99577, 0, 0, 0, 0, 0, 0, 0, 0
"G43336", 12.47, 1,    7361.22,   -6.1,    1.0225, 0, 0, 0, 0, 0, 0, 0, 0
"G43337", 12.47, 1,    7361.19,   -6.1,    1.0225, 0, 0, 0, 0, 0, 0, 0, 0
"B4579", 12.47, 1,    7415.18,   -4.9,    1.0299, 2,    7265.57, -125.0,    1.0092, 3,     7255.7,  113.3,    1.0078
"B66283", 12.47, 1,    7413.72,   -4.9,    1.0297, 2,    7264.07, -125.0,     1.009, 3,    7254.98,  113.3,    1.0077
"B18976", 12.47, 3,     7406.6,  112.3,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0
"B18977", 12.47, 3,    7406.07,  112.3,    1.0287, 0, 0, 0, 0, 0, 0, 0, 0
"B18837", 12.47, 1,    7351.64,   -5.1,    1.0211, 2,    7235.42, -125.9,     1.005, 3,    7330.56,  113.3,    1.0182
"B18839", 12.47, 1,    7343.92,   -5.1,    1.0201, 2,    7228.27, -125.9,     1.004, 3,    7329.82,  113.3,    1.0181
"B46250", 12.47, 3,    7249.69,  113.4,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"B46251", 12.47, 3,    7249.52,  113.4,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"B18926", 12.47, 1,    7208.89,   -6.1,    1.0013, 2,    7153.16, -127.8,   0.99356, 3,    7449.78,  112.3,    1.0348
"B60755", 12.47, 3,    7449.76,  112.3,    1.0348, 0, 0, 0, 0, 0, 0, 0, 0
"B19040", 12.47, 1,    7413.15,   -4.7,    1.0297, 2,     7285.8, -125.1,     1.012, 3,    7313.13,  113.7,    1.0158
"B19042", 12.47, 1,    7413.14,   -4.7,    1.0297, 2,    7285.46, -125.1,    1.0119, 3,    7312.98,  113.7,    1.0158
"B18924", 12.47, 1,    7216.74,   -6.1,    1.0024, 2,    7159.69, -127.7,   0.99446, 3,    7451.47,  112.4,     1.035
"B18925", 12.47, 1,    7212.95,   -6.1,    1.0019, 2,    7156.52, -127.7,   0.99402, 3,    7450.63,  112.3,    1.0349
"B22561", 12.47, 1,    7403.96,   -2.8,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0
"B22569", 12.47, 1,    7403.89,   -2.8,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0
"B4591", 12.47, 1,    7418.87,   -4.9,    1.0305, 2,    7268.25, -125.0,    1.0095, 3,    7257.66,  113.3,    1.0081
"B4588", 12.47, 1,    7418.29,   -4.9,    1.0304, 2,    7267.76, -125.0,    1.0095, 3,    7257.02,  113.3,     1.008
"B23879", 12.47, 3,    7233.61,  113.4,    1.0047, 0, 0, 0, 0, 0, 0, 0, 0
"B23880", 12.47, 3,    7232.77,  113.4,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"B9952", 12.47, 2,    7271.03, -125.0,    1.0099, 3,    7251.48,  113.3,    1.0072, 0, 0, 0, 0
"B3066", 12.47, 2,     7270.7, -125.0,    1.0099, 3,    7249.73,  113.3,     1.007, 0, 0, 0, 0
"B60407", 12.47, 2,    7088.18, -128.0,   0.98453, 0, 0, 0, 0, 0, 0, 0, 0
"B60404", 12.47, 2,     7085.5, -128.0,   0.98416, 0, 0, 0, 0, 0, 0, 0, 0
"B13630", 12.47, 1,    7399.23,   -2.3,    1.0277, 2,    7374.23, -122.4,    1.0243, 3,    7356.08,  117.1,    1.0217
"B5199", 12.47, 1,     7399.3,   -2.4,    1.0277, 2,    7373.53, -122.5,    1.0242, 3,    7355.36,  117.0,    1.0216
"B63363", 12.47, 2,    7253.32, -128.6,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"B63365", 12.47, 2,    7253.24, -128.6,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"B26202", 12.47, 3,    7221.51,  113.3,     1.003, 0, 0, 0, 0, 0, 0, 0, 0
"B26203", 12.47, 3,    7221.49,  113.3,     1.003, 0, 0, 0, 0, 0, 0, 0, 0
"B4824", 12.47, 1,    7400.49,   -4.8,    1.0279, 2,    7276.27, -125.4,    1.0107, 3,     7322.5,  113.6,    1.0171
"B18823", 12.47, 1,    7400.47,   -4.8,    1.0279, 2,    7276.26, -125.4,    1.0107, 3,    7322.49,  113.6,    1.0171
"B61253", 12.47, 3,    7441.77,  112.2,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"B23868", 12.47, 3,    7244.71,  113.4,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0
"B23869", 12.47, 3,    7243.48,  113.4,    1.0061, 0, 0, 0, 0, 0, 0, 0, 0
"B2547", 12.47, 1,    7403.23,   -2.8,    1.0283, 2,    7361.55, -122.8,    1.0225, 3,    7333.62,  116.4,    1.0186
"B56446", 12.47, 1,    7403.23,   -2.8,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"6039329105", 12.47, 3,     7418.9,  112.2,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"6040429119", 12.47, 3,     7418.9,  112.2,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"B43427", 12.47, 1,    7180.41,   -5.9,   0.99734, 2,    7265.39, -128.6,    1.0091, 0, 0, 0, 0
"B43429", 12.47, 1,    7179.93,   -5.8,   0.99727, 2,    7261.23, -128.6,    1.0086, 0, 0, 0, 0
"B19181", 12.47, 1,    7419.04,   -4.8,    1.0305, 2,    7279.86, -125.0,    1.0112, 3,    7283.47,  113.5,    1.0117
"B19183", 12.47, 1,    7419.43,   -4.8,    1.0305, 2,    7279.08, -125.0,     1.011, 3,    7281.31,  113.5,    1.0114
"G36581", 12.47, 3,     7298.2,  116.4,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"5992128369", 12.47, 3,    7298.14,  116.4,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"B18982", 12.47, 3,    7403.19,  112.3,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"B18986", 12.47, 3,    7401.11,  112.3,     1.028, 0, 0, 0, 0, 0, 0, 0, 0
"B8594", 12.47, 1,    7422.14,   -4.8,    1.0309, 2,    7275.55, -125.0,    1.0106, 3,    7270.67,  113.4,    1.0099
"B13651", 12.47, 1,     7422.7,   -4.8,     1.031, 2,    7275.01, -125.0,    1.0105, 3,    7268.78,  113.4,    1.0096
"6031828869", 12.47, 3,    7410.34,  112.2,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"6034528885", 12.47, 3,    7410.18,  112.2,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"6034628876", 12.47, 3,    7410.16,  112.2,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"B37083", 12.47, 1,    7418.31,   -4.8,    1.0304, 2,    7278.79, -125.0,     1.011, 3,    7281.07,  113.5,    1.0113
"B62634", 12.47, 1,    7418.23,   -4.8,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"B3065", 12.47, 2,    7269.96, -125.0,    1.0098, 3,    7245.95,  113.3,    1.0064, 0, 0, 0, 0
"B17575", 12.47, 2,    7269.74, -125.0,    1.0097, 3,     7244.8,  113.3,    1.0063, 0, 0, 0, 0
"B10925", 12.47, 3,    7256.81,  113.3,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"B23405", 12.47, 1,    7400.25,   -2.8,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0
"B23406", 12.47, 1,    7400.13,   -2.8,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0
"B4598", 12.47, 1,    7420.98,   -4.9,    1.0308, 2,     7270.2, -125.0,    1.0098, 3,     7260.4,  113.3,    1.0085
"B4594", 12.47, 1,    7419.76,   -4.9,    1.0306, 2,    7269.04, -125.0,    1.0097, 3,    7258.68,  113.3,    1.0082
"B52160", 12.47, 3,    7443.39,  112.2,    1.0339, 0, 0, 0, 0, 0, 0, 0, 0
"6018228840", 12.47, 3,    7443.29,  112.2,    1.0339, 0, 0, 0, 0, 0, 0, 0, 0
"5938028173", 12.47, 3,    7288.65,  116.4,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"5934528183", 12.47, 3,    7288.27,  116.4,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0
"B5186", 12.47, 1,    7401.31,   -2.7,     1.028, 2,    7364.24, -122.8,    1.0229, 3,    7345.73,  116.6,    1.0203
"B5185", 12.47, 1,    7401.53,   -2.7,    1.0281, 2,    7363.47, -122.8,    1.0228, 3,    7344.91,  116.6,    1.0202
"B48179", 12.47, 3,    7410.62,  112.2,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"B48180", 12.47, 3,    7410.54,  112.2,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"B18911", 12.47, 1,    7256.76,   -5.9,    1.0079, 2,     7188.8, -127.4,   0.99851, 3,    7453.89,  112.5,    1.0353
"5985928722", 12.47, 1,    7256.75,   -5.9,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"G35572", 12.47, 1,    7409.55,   -4.9,    1.0292, 2,    7260.39, -125.0,    1.0084, 3,    7253.58,  113.3,    1.0075
"G35573", 12.47, 1,    7409.37,   -4.9,    1.0291, 2,    7260.23, -125.0,    1.0084, 3,    7253.48,  113.3,    1.0075
"B10227", 12.47, 1,    7418.54,   -4.6,    1.0304, 3,    7320.59,  113.8,    1.0168, 0, 0, 0, 0
"B4867", 12.47, 1,    7418.54,   -4.6,    1.0304, 3,    7320.59,  113.8,    1.0168, 0, 0, 0, 0
"B59582", 12.47, 3,     7408.6,  112.2,     1.029, 0, 0, 0, 0, 0, 0, 0, 0
"G33465", 12.47, 2,    7082.02, -128.0,   0.98367, 0, 0, 0, 0, 0, 0, 0, 0
"G33468", 12.47, 2,    7080.95, -128.0,   0.98353, 0, 0, 0, 0, 0, 0, 0, 0
"B50641", 12.47, 1,    7284.73,   -6.1,    1.0118, 0, 0, 0, 0, 0, 0, 0, 0
"B42556", 12.47, 2,    7094.28, -128.0,   0.98538, 0, 0, 0, 0, 0, 0, 0, 0
"B51327", 12.47, 2,    7093.23, -128.0,   0.98523, 0, 0, 0, 0, 0, 0, 0, 0
"B16709", 12.47, 3,     7248.9,  113.4,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"B56679", 12.47, 2,    7217.23, -128.7,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0
"B4862", 12.47, 1,     7418.1,   -4.7,    1.0304, 2,    7294.23, -125.0,    1.0131, 3,    7319.79,  113.8,    1.0167
"B18921", 12.47, 1,     7226.8,   -6.0,    1.0038, 2,    7167.26, -127.7,   0.99551, 3,    7452.57,  112.4,    1.0351
"6000828811", 12.47, 1,    7222.46,   -6.1,    1.0032, 2,    7164.23, -127.7,   0.99509, 3,    7452.42,  112.4,    1.0351
"B18989", 12.47, 3,    7399.74,  112.3,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"B18995", 12.47, 3,    7397.27,  112.3,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"B39822", 12.47, 3,    7403.98,  112.2,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0
"B55822", 12.47, 3,    7403.42,  112.2,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0
"G42393", 12.47, 3,    7313.04,  113.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"G42394", 12.47, 3,    7313.02,  113.4,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"B36181", 12.47, 3,     7312.1,  116.4,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"B36183", 12.47, 3,    7308.22,  116.4,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0
"B61236", 12.47, 3,     7337.4,  114.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0
"B62294", 12.47, 3,    7337.34,  114.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0
"G35318", 12.47, 2,    7218.92, -128.7,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"G35320", 12.47, 2,    7218.77, -128.7,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0
"B61012", 12.47, 3,    7314.22,  113.4,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"B61013", 12.47, 3,     7313.9,  113.4,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"5863228358", 12.47, 1,    7387.07,   -4.9,     1.026, 2,    7265.65, -125.6,    1.0092, 3,    7327.34,  113.5,    1.0177
"5864528351", 12.47, 1,    7387.07,   -4.9,     1.026, 2,    7265.65, -125.6,    1.0092, 3,    7327.34,  113.5,    1.0177
"B41874", 12.47, 1,    7186.12,   -5.9,   0.99813, 2,    7277.16, -128.6,    1.0108, 0, 0, 0, 0
"B41876", 12.47, 1,    7181.17,   -5.9,   0.99745, 2,    7272.44, -128.6,    1.0101, 0, 0, 0, 0
"B12328", 12.47, 1,    7292.58,   -6.1,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"G40623", 12.47, 1,    7292.51,   -6.1,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"B24157", 12.47, 1,    7323.44,   -5.1,    1.0172, 2,    7209.94, -126.0,    1.0014, 3,    7326.08,  113.3,    1.0176
"B34541", 12.47, 1,    7322.76,   -5.1,    1.0171, 2,    7209.48, -126.0,    1.0014, 3,    7325.78,  113.3,    1.0175
"B34542", 12.47, 1,    7321.48,   -5.1,    1.0169, 2,    7208.53, -126.0,    1.0012, 3,    7325.16,  113.3,    1.0174
"B34545", 12.47, 1,    7318.41,   -5.1,    1.0165, 2,    7205.96, -126.0,    1.0009, 3,    7323.56,  113.3,    1.0172
"B19069", 12.47, 3,    7246.91,  113.5,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"B19071", 12.47, 3,     7245.5,  113.5,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0
"G40318", 12.47, 3,    7405.81,  112.2,    1.0286, 0, 0, 0, 0, 0, 0, 0, 0
"B39820", 12.47, 3,    7405.37,  112.2,    1.0286, 0, 0, 0, 0, 0, 0, 0, 0
"B55237", 12.47, 3,    7224.27,  113.3,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"5857829226", 12.47, 3,    7224.24,  113.3,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"B4541", 12.47, 1,    7408.65,   -4.9,     1.029, 2,    7260.07, -125.0,    1.0084, 3,    7253.79,  113.3,    1.0075
"G36737", 12.47, 1,    7408.63,   -4.9,     1.029, 0, 0, 0, 0, 0, 0, 0, 0
"B12753", 12.47, 2,    7271.67, -125.0,      1.01, 3,    7255.21,  113.3,    1.0077, 0, 0, 0, 0
