Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"34054542", 13.2, 1,    7673.38,   -1.9,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"20396671", 13.2, 1,    7533.27,   -3.0,   0.98849, 2,    7581.27, -122.2,   0.99478, 3,    7517.33,  117.4,   0.98639
"10579447", 13.2, 1,    7533.04,   -3.0,   0.98846, 2,    7581.05, -122.2,   0.99475, 3,     7517.1,  117.4,   0.98636
"10558520", 13.2, 1,    7609.93,   -3.2,   0.99854, 2,    7649.11, -122.1,    1.0037, 3,    7555.56,  117.2,   0.99141
"10558583", 13.2, 2,    7649.11, -122.1,    1.0037, 0, 0, 0, 0, 0, 0, 0, 0
"34091315", 13.2, 3,    7578.19,  117.3,   0.99438, 0, 0, 0, 0, 0, 0, 0, 0
"10555985", 13.2, 3,    7577.82,  117.3,   0.99433, 0, 0, 0, 0, 0, 0, 0, 0
"10549011", 13.2, 1,    7602.52,   -3.0,   0.99757, 2,    7634.98, -122.4,    1.0018, 3,    7580.84,  117.3,   0.99473
"10549010", 13.2, 1,    7602.52,   -3.0,   0.99757, 2,    7634.98, -122.4,    1.0018, 3,    7580.84,  117.3,   0.99473
"34084951", 13.2, 1,    7593.34,   -3.0,   0.99637, 2,    7634.87, -122.4,    1.0018, 3,    7574.57,  117.3,    0.9939
"10558471", 13.2, 1,    7569.21,   -3.0,    0.9932, 2,    7613.95, -122.2,   0.99907, 3,    7550.71,  117.4,   0.99077
"34087255", 13.2, 1,    7568.82,   -3.0,   0.99315, 2,    7613.64, -122.2,   0.99903, 3,    7550.43,  117.4,   0.99074
"10549294", 13.2, 1,     7589.7,   -3.1,   0.99589, 2,    7634.14, -122.4,    1.0017, 3,    7573.17,  117.3,   0.99372
"34085341", 13.2, 1,    7589.65,   -3.1,   0.99588, 2,    7634.13, -122.4,    1.0017, 3,    7573.16,  117.3,   0.99372
"34086019", 13.2, 1,    7568.59,   -3.2,   0.99312, 0, 0, 0, 0, 0, 0, 0, 0
"20437313", 13.2, 1,    7566.96,   -3.2,   0.99291, 0, 0, 0, 0, 0, 0, 0, 0
"34085040", 13.2, 1,    7575.22,   -3.2,   0.99399, 0, 0, 0, 0, 0, 0, 0, 0
"10579118", 13.2, 1,    7572.63,   -3.2,   0.99365, 0, 0, 0, 0, 0, 0, 0, 0
"34086404", 13.2, 3,    7531.14,  117.1,   0.98821, 0, 0, 0, 0, 0, 0, 0, 0
"10558577", 13.2, 3,    7530.21,  117.1,   0.98808, 0, 0, 0, 0, 0, 0, 0, 0
"10579019", 13.2, 1,    7584.34,   -3.1,   0.99519, 2,    7635.12, -122.4,    1.0018, 3,    7572.42,  117.3,   0.99362
"10549426", 13.2, 2,    7635.11, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10548987", 13.2, 2,    7685.62, -121.7,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"10548988", 13.2, 2,    7685.33, -121.7,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"10540779", 13.2, 1,    7603.17,   -3.0,   0.99766, 2,    7637.08, -122.3,    1.0021, 3,    7579.07,  117.3,    0.9945
"10543795", 13.2, 1,    7601.91,   -3.0,   0.99749, 2,    7636.73, -122.3,    1.0021, 3,    7578.11,  117.3,   0.99437
"10558563", 13.2, 3,    7573.37,  117.4,   0.99375, 0, 0, 0, 0, 0, 0, 0, 0
"34086801", 13.2, 3,    7573.27,  117.4,   0.99373, 0, 0, 0, 0, 0, 0, 0, 0
"10549229", 13.2, 1,    7608.73,   -2.9,   0.99839, 2,     7643.9, -122.2,     1.003, 3,    7585.66,  117.4,   0.99536
"34085286", 13.2, 1,    7608.72,   -2.9,   0.99839, 2,    7643.85, -122.2,     1.003, 3,     7585.6,  117.4,   0.99535
"34095644", 13.2, 1,     7673.4,   -1.9,    1.0069, 2,    7686.82, -121.7,    1.0086, 3,    7677.04,  118.3,    1.0074
"20396847", 13.2, 1,     7673.4,   -1.9,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"10574852", 13.2, 3,    7534.58,  117.1,   0.98866, 0, 0, 0, 0, 0, 0, 0, 0
"10574854", 13.2, 3,    7534.56,  117.1,   0.98865, 0, 0, 0, 0, 0, 0, 0, 0
"34086415", 13.2, 3,    7570.63,  117.3,   0.99339, 0, 0, 0, 0, 0, 0, 0, 0
"10558570", 13.2, 3,    7570.63,  117.3,   0.99339, 0, 0, 0, 0, 0, 0, 0, 0
"10549217", 13.2, 1,    7602.57,   -3.0,   0.99758, 2,    7635.08, -122.4,    1.0018, 3,    7580.75,  117.3,   0.99472
"10549307", 13.2, 2,    7634.98, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10548982", 13.2, 1,    7665.02,   -2.0,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"10549220", 13.2, 1,    7603.38,   -3.0,   0.99768, 2,    7637.13, -122.3,    1.0021, 3,    7579.23,  117.3,   0.99452
"34086011", 13.2, 1,    7565.63,   -3.2,   0.99273, 0, 0, 0, 0, 0, 0, 0, 0
"40152453", 13.2, 1,    7565.63,   -3.2,   0.99273, 0, 0, 0, 0, 0, 0, 0, 0
"20344371", 13.2, 2,    7601.93, -122.2,   0.99749, 0, 0, 0, 0, 0, 0, 0, 0
"34086794", 13.2, 2,    7601.85, -122.2,   0.99748, 0, 0, 0, 0, 0, 0, 0, 0
"10549289", 13.2, 3,    7572.38,  117.3,   0.99362, 0, 0, 0, 0, 0, 0, 0, 0
"34085048", 13.2, 3,    7572.32,  117.3,   0.99361, 0, 0, 0, 0, 0, 0, 0, 0
"34084593", 13.2, 2,    7685.17, -121.7,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"20350796", 13.2, 2,    7685.05, -121.7,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"10573493", 13.2, 3,    7573.12,  117.3,   0.99371, 0, 0, 0, 0, 0, 0, 0, 0
"10573492", 13.2, 3,    7573.04,  117.3,    0.9937, 0, 0, 0, 0, 0, 0, 0, 0
"10558560", 13.2, 1,    7606.43,   -3.0,   0.99808, 2,    7647.69, -122.2,    1.0035, 3,    7573.41,  117.4,   0.99375
"10558564", 13.2, 3,     7573.4,  117.4,   0.99375, 0, 0, 0, 0, 0, 0, 0, 0
"10549274", 13.2, 1,    7585.59,   -3.1,   0.99535, 2,    7634.75, -122.4,    1.0018, 3,    7572.59,  117.3,   0.99364
"10549291", 13.2, 2,    7634.74, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10548967", 13.2, 1,    7602.97,   -3.0,   0.99763, 0, 0, 0, 0, 0, 0, 0, 0
"10548968", 13.2, 1,    7602.95,   -3.0,   0.99763, 0, 0, 0, 0, 0, 0, 0, 0
"10561915", 13.2, 3,    7560.26,  117.3,   0.99203, 0, 0, 0, 0, 0, 0, 0, 0
"10532911", 13.2, 3,    7560.03,  117.3,     0.992, 0, 0, 0, 0, 0, 0, 0, 0
"34086302", 13.2, 3,    7537.25,  117.1,   0.98901, 0, 0, 0, 0, 0, 0, 0, 0
"34097398", 13.2, 3,    7535.95,  117.1,   0.98884, 0, 0, 0, 0, 0, 0, 0, 0
"34086403", 13.2, 1,    7604.34,   -3.2,   0.99781, 2,    7651.72, -122.2,     1.004, 3,    7562.03,  117.3,   0.99226
"34085321", 13.2, 1,    7572.57,   -3.2,   0.99364, 0, 0, 0, 0, 0, 0, 0, 0
"34085042", 13.2, 1,    7571.11,   -3.2,   0.99345, 0, 0, 0, 0, 0, 0, 0, 0
"34055522", 13.2, 1,    7555.69,   -3.0,   0.99143, 0, 0, 0, 0, 0, 0, 0, 0
"20344333", 13.2, 1,    7555.17,   -3.0,   0.99136, 0, 0, 0, 0, 0, 0, 0, 0
"34086799", 13.2, 3,    7576.71,  117.4,   0.99419, 0, 0, 0, 0, 0, 0, 0, 0
"10560618", 13.2, 3,    7576.64,  117.4,   0.99418, 0, 0, 0, 0, 0, 0, 0, 0
"10558559", 13.2, 2,    7647.33, -122.2,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0
"10558558", 13.2, 2,    7647.32, -122.2,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0
"10549285", 13.2, 2,    7634.67, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"34085480", 13.2, 1,    7674.07,   -1.9,     1.007, 2,    7687.77, -121.7,    1.0088, 3,    7679.16,  118.3,    1.0076
"10548960", 13.2, 2,    7687.76, -121.7,    1.0088, 0, 0, 0, 0, 0, 0, 0, 0
"10558524", 13.2, 1,    7604.36,   -3.1,   0.99781, 2,    7650.82, -122.2,    1.0039, 3,       7565,  117.3,   0.99265
"10526890", 13.2, 1,    7604.36,   -3.1,   0.99781, 2,    7650.81, -122.2,    1.0039, 3,    7564.99,  117.3,   0.99265
"34086805", 13.2, 3,    7563.02,  117.3,   0.99239, 0, 0, 0, 0, 0, 0, 0, 0
"34097392", 13.2, 3,     7562.8,  117.3,   0.99236, 0, 0, 0, 0, 0, 0, 0, 0
"10524061", 13.2, 3,    7529.06,  117.1,   0.98793, 0, 0, 0, 0, 0, 0, 0, 0
"34086382", 13.2, 3,    7528.94,  117.1,   0.98792, 0, 0, 0, 0, 0, 0, 0, 0
"34085037", 13.2, 1,    7583.04,   -3.1,   0.99502, 2,    7635.59, -122.4,    1.0019, 3,     7572.2,  117.3,   0.99359
"34085036", 13.2, 1,       7582,   -3.1,   0.99488, 2,       7636, -122.4,     1.002, 3,       7572,  117.3,   0.99357
"34086405", 13.2, 3,     7576.5,  117.4,   0.99416, 0, 0, 0, 0, 0, 0, 0, 0
"20251419", 13.2, 3,    7576.46,  117.4,   0.99415, 0, 0, 0, 0, 0, 0, 0, 0
"34095649", 13.2, 2,    7662.09, -121.9,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"10560337", 13.2, 2,    7662.07, -121.9,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"10558549", 13.2, 1,    7607.15,   -3.0,   0.99818, 0, 0, 0, 0, 0, 0, 0, 0
"10558551", 13.2, 1,    7607.06,   -3.0,   0.99817, 0, 0, 0, 0, 0, 0, 0, 0
"34085035", 13.2, 1,    7586.38,   -3.1,   0.99545, 2,    7634.64, -122.4,    1.0018, 3,    7572.63,  117.3,   0.99365
"10548909", 13.2, 1,     7673.6,   -1.9,    1.0069, 2,    7687.51, -121.7,    1.0087, 3,    7678.38,  118.3,    1.0075
"10548952", 13.2, 1,    7673.59,   -1.9,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"34086401", 13.2, 3,    7529.21,  117.1,   0.98795, 0, 0, 0, 0, 0, 0, 0, 0
"34096115", 13.2, 1,    7606.17,   -3.0,   0.99805, 2,    7648.12, -122.2,    1.0036, 3,     7572.1,  117.3,   0.99358
"10558469", 13.2, 1,    7587.33,   -2.9,   0.99558, 2,    7628.56, -122.2,     1.001, 3,    7565.01,  117.4,   0.99265
"34086318", 13.2, 1,    7587.03,   -2.9,   0.99554, 2,    7628.31, -122.2,     1.001, 3,    7564.77,  117.4,   0.99262
"10579841", 13.2, 2,    7634.84, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"34084954", 13.2, 2,    7634.72, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"34085342", 13.2, 1,    7603.27,   -3.0,   0.99767, 2,    7636.86, -122.3,    1.0021, 3,    7579.35,  117.3,   0.99453
"20079698", 13.2, 1,    7603.22,   -3.0,   0.99766, 2,    7636.81, -122.3,    1.0021, 3,     7579.3,  117.3,   0.99453
"34084666", 13.2, 2,    7661.83, -121.9,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"10559617", 13.2, 2,    7661.29, -121.9,    1.0053, 0, 0, 0, 0, 0, 0, 0, 0
"10558543", 13.2, 2,    7650.43, -122.2,    1.0039, 0, 0, 0, 0, 0, 0, 0, 0
"10558545", 13.2, 2,    7650.41, -122.2,    1.0039, 0, 0, 0, 0, 0, 0, 0, 0
"10549262", 13.2, 1,    7606.35,   -2.9,   0.99807, 0, 0, 0, 0, 0, 0, 0, 0
"10549263", 13.2, 1,    7606.34,   -2.9,   0.99807, 0, 0, 0, 0, 0, 0, 0, 0
"10548946", 13.2, 2,    7655.65, -122.1,    1.0045, 3,    7612.71,  117.7,   0.99891, 0, 0, 0, 0
"34085262", 13.2, 2,    7630.49, -122.4,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0
"34095665", 13.2, 2,    7630.26, -122.4,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0
"10559090", 13.2, 1,    7591.03,   -3.2,   0.99606, 0, 0, 0, 0, 0, 0, 0, 0
"34086306", 13.2, 1,     7588.9,   -3.2,   0.99578, 0, 0, 0, 0, 0, 0, 0, 0
"34095650", 13.2, 2,    7661.02, -121.9,    1.0052, 0, 0, 0, 0, 0, 0, 0, 0
"34084664", 13.2, 2,    7660.42, -121.9,    1.0052, 0, 0, 0, 0, 0, 0, 0, 0
"10548934", 13.2, 1,    7613.52,   -2.8,   0.99901, 2,    7648.29, -122.2,    1.0036, 3,    7592.95,  117.5,   0.99632
"20014991", 13.2, 1,    7613.22,   -2.8,   0.99898, 2,    7648.18, -122.2,    1.0036, 3,    7592.75,  117.5,   0.99629
"10559590", 13.2, 3,    7577.34,  117.3,   0.99427, 0, 0, 0, 0, 0, 0, 0, 0
"10558515", 13.2, 1,    7604.37,   -3.1,   0.99781, 2,    7650.82, -122.2,    1.0039, 3,    7565.01,  117.3,   0.99265
"10558525", 13.2, 1,    7604.37,   -3.1,   0.99781, 2,    7650.82, -122.2,    1.0039, 3,       7565,  117.3,   0.99265
"34095666", 13.2, 3,    7576.48,  117.4,   0.99416, 0, 0, 0, 0, 0, 0, 0, 0
"10549255", 13.2, 3,    7573.26,  117.4,   0.99373, 0, 0, 0, 0, 0, 0, 0, 0
"34095581", 13.2, 2,    7638.05, -122.3,    1.0022, 0, 0, 0, 0, 0, 0, 0, 0
"10548940", 13.2, 2,    7637.62, -122.3,    1.0022, 0, 0, 0, 0, 0, 0, 0, 0
"10549219", 13.2, 1,    7603.27,   -3.0,   0.99767, 2,    7636.86, -122.3,    1.0021, 3,    7579.35,  117.3,   0.99453
"34095659", 13.2, 1,    7603.14,   -3.0,   0.99765, 2,    7636.43, -122.3,     1.002, 3,    7579.62,  117.3,   0.99457
"10558522", 13.2, 1,    7612.37,   -3.2,   0.99886, 2,    7647.89, -122.1,    1.0035, 3,    7552.99,  117.2,   0.99107
"34086300", 13.2, 1,    7612.37,   -3.2,   0.99886, 2,    7647.89, -122.1,    1.0035, 3,    7552.99,  117.2,   0.99107
"34084602", 13.2, 1,    7674.25,   -1.9,     1.007, 2,    7686.77, -121.7,    1.0086, 3,    7679.17,  118.3,    1.0076
"34084601", 13.2, 1,    7674.17,   -1.9,     1.007, 2,    7686.45, -121.7,    1.0086, 3,    7679.29,  118.3,    1.0076
"10578709", 13.2, 2,    7635.22, -122.4,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"10580378", 13.2, 2,    7635.19, -122.4,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"34086007", 13.2, 1,    7605.48,   -2.9,   0.99796, 0, 0, 0, 0, 0, 0, 0, 0
"10559515", 13.2, 1,    7604.68,   -2.9,   0.99786, 0, 0, 0, 0, 0, 0, 0, 0
"10558518", 13.2, 1,    7604.94,   -3.2,   0.99789, 2,    7651.45, -122.2,     1.004, 3,    7561.32,  117.3,   0.99217
"10549247", 13.2, 3,    7583.01,  117.4,   0.99501, 0, 0, 0, 0, 0, 0, 0, 0
"10549248", 13.2, 3,    7582.98,  117.4,   0.99501, 0, 0, 0, 0, 0, 0, 0, 0
"34090007", 13.2, 1,    7612.91,   -2.8,   0.99894, 2,    7648.05, -122.2,    1.0035, 3,    7592.54,  117.5,   0.99626
"10548933", 13.2, 1,    7612.83,   -2.8,   0.99892, 2,    7648.01, -122.2,    1.0035, 3,    7592.48,  117.5,   0.99626
"10560281", 13.2, 2,     7662.1, -121.9,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"34095668", 13.2, 2,     7632.5, -122.4,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0
"34086016", 13.2, 2,    7631.86, -122.4,    1.0014, 0, 0, 0, 0, 0, 0, 0, 0
"34054973", 13.2, 3,    7539.96,  117.4,   0.98936, 0, 0, 0, 0, 0, 0, 0, 0
"10579976", 13.2, 3,    7528.87,  117.1,   0.98791, 0, 0, 0, 0, 0, 0, 0, 0
"10579978", 13.2, 3,    7528.82,  117.1,    0.9879, 0, 0, 0, 0, 0, 0, 0, 0
"10559399", 13.2, 1,    7564.96,   -3.2,   0.99264, 0, 0, 0, 0, 0, 0, 0, 0
"10559400", 13.2, 1,    7564.94,   -3.2,   0.99264, 0, 0, 0, 0, 0, 0, 0, 0
"10558510", 13.2, 1,    7607.18,   -3.0,   0.99818, 2,    7646.47, -122.2,    1.0033, 3,    7577.75,  117.4,   0.99432
"10558511", 13.2, 1,    7606.94,   -3.0,   0.99815, 2,    7646.85, -122.2,    1.0034, 3,    7576.25,  117.4,   0.99412
"10549243", 13.2, 2,    7644.32, -122.2,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"10549241", 13.2, 2,    7644.31, -122.2,    1.0031, 0, 0, 0, 0, 0, 0, 0, 0
"20396846", 13.2, 1,    7673.86,   -1.9,    1.0069, 2,    7686.62, -121.7,    1.0086, 3,    7675.91,  118.3,    1.0072
"10548927", 13.2, 1,    7673.91,   -1.9,    1.0069, 2,    7686.59, -121.7,    1.0086, 3,    7675.83,  118.3,    1.0072
"10548906", 13.2, 1,    7675.07,   -1.9,    1.0071, 2,    7688.52, -121.7,    1.0089, 3,    7680.06,  118.3,    1.0077
"10559558", 13.2, 1,    7606.18,   -2.9,   0.99805, 0, 0, 0, 0, 0, 0, 0, 0
"34054980", 13.2, 1,    7554.79,   -3.0,   0.99131, 0, 0, 0, 0, 0, 0, 0, 0
"34054979", 13.2, 1,    7554.56,   -3.0,   0.99128, 0, 0, 0, 0, 0, 0, 0, 0
"10549292", 13.2, 1,    7591.92,   -3.1,   0.99618, 2,    7634.55, -122.4,    1.0018, 3,    7574.03,  117.3,   0.99383
"10579844", 13.2, 2,    7634.54, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10559267", 13.2, 1,    7578.05,   -3.2,   0.99436, 0, 0, 0, 0, 0, 0, 0, 0
"10559392", 13.2, 1,    7575.09,   -3.2,   0.99397, 0, 0, 0, 0, 0, 0, 0, 0
"10549228", 13.2, 1,    7609.37,   -2.9,   0.99847, 2,    7644.57, -122.2,    1.0031, 3,    7586.88,  117.4,   0.99552
"34085402", 13.2, 1,    7619.31,   -2.7,   0.99977, 2,    7651.64, -122.2,     1.004, 3,    7601.76,  117.6,   0.99747
"10548920", 13.2, 1,    7615.17,   -2.8,   0.99923, 2,    7649.31, -122.2,    1.0037, 3,    7595.36,  117.5,   0.99663
"34086319", 13.2, 1,    7565.52,   -3.2,   0.99272, 0, 0, 0, 0, 0, 0, 0, 0
"34095281", 13.2, 1,     7565.3,   -3.2,   0.99269, 0, 0, 0, 0, 0, 0, 0, 0
"10545431", 13.2, 1,    7598.29,   -3.0,   0.99702, 2,    7636.05, -122.4,     1.002, 3,    7576.37,  117.3,   0.99414
"34085492", 13.2, 1,    7597.45,   -3.0,   0.99691, 2,    7635.89, -122.4,     1.002, 3,    7576.04,  117.3,    0.9941
"20344331", 13.2, 3,    7540.37,  117.4,   0.98942, 0, 0, 0, 0, 0, 0, 0, 0
"34084956", 13.2, 2,    7634.48, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10579833", 13.2, 2,    7634.45, -122.4,    1.0018, 0, 0, 0, 0, 0, 0, 0, 0
"10559385", 13.2, 1,    7577.98,   -3.2,   0.99435, 0, 0, 0, 0, 0, 0, 0, 0
"10558473", 13.2, 1,    7530.85,   -3.0,   0.98817, 2,    7578.89, -122.2,   0.99447, 3,    7514.91,  117.4,   0.98608
"34085488", 13.2, 1,    7606.35,   -2.9,   0.99807, 2,    7639.28, -122.3,    1.0024, 3,     7581.2,  117.4,   0.99477
"34090004", 13.2, 1,    7660.78,   -2.1,    1.0052, 2,    7677.19, -121.8,    1.0074, 3,    7664.84,  118.1,    1.0057
"10548914", 13.2, 1,    7658.15,   -2.1,    1.0049, 2,    7674.97, -121.9,    1.0071, 3,    7661.88,  118.1,    1.0054
"10549018", 13.2, 3,    7578.19,  117.3,   0.99438, 0, 0, 0, 0, 0, 0, 0, 0
"10548931", 13.2, 1,    7611.22,   -2.8,   0.99871, 2,    7646.58, -122.2,    1.0034, 3,    7589.67,  117.5,   0.99589
"34085479", 13.2, 1,    7610.72,   -2.8,   0.99865, 2,    7646.08, -122.2,    1.0033, 3,    7589.03,  117.5,    0.9958
"34054968", 13.2, 3,    7539.54,  117.4,   0.98931, 0, 0, 0, 0, 0, 0, 0, 0
"34054967", 13.2, 3,    7539.54,  117.4,   0.98931, 0, 0, 0, 0, 0, 0, 0, 0
"10559040", 13.2, 1,     7599.8,   -3.2,   0.99721, 0, 0, 0, 0, 0, 0, 0, 0
"10572565", 13.2, 1,    7678.23,   -1.8,    1.0075, 2,    7690.78, -121.7,    1.0092, 3,    7683.02,  118.3,    1.0081
"34095591", 13.2, 1,     7673.8,   -1.9,    1.0069, 2,    7687.62, -121.7,    1.0087, 3,    7678.63,  118.3,    1.0076
"10548908", 13.2, 1,    7673.79,   -1.9,    1.0069, 2,    7687.61, -121.7,    1.0087, 3,    7678.62,  118.3,    1.0076
"34095589", 13.2, 1,    7612.93,   -2.8,   0.99894, 2,    7648.06, -122.2,    1.0035, 3,    7592.55,  117.5,   0.99626
